Year,TWDBSurveyNo,PermitHolder,Latitude,Longitude,SourceType,UseType,SS_Pur,County,AquiferName,SurfaceWaterSource,SellerName,NAICS,Saline,Estimated,Volume,RelatedtoCOG
1988,24790,ALTURA ENERGY LTD-NORTH COWDEN PLANT,NA,NA,Groundwater,Industrial,SS,ECTOR,OGALLALA AQUIFER,NA,NA,211112,No,No,170294400,Maybe
2017,28000,CITY OF ANDREWS,NA,NA,Reuse,Municipal,Ss,ANDREWS,NA,UNKNOWN,NA,NA,NA,NA,170287000,No
2007,NA,UPTON COUNTY WCID 1-MCCAMEY SYSTEM,30.9766417,-102.2183889,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,170074000,No
1980,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,170031000,No
2006,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311119,No,No,169930100,No
1985,492400,CITY OF LEVELLAND,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,169889000,No
2008,695625,POWER RESOURCES LTD,NA,NA,Surface,Industrial,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,COLORADO RIVER MWD-E V SPENCE RESERVOIR,221112,No,No,169387000,No
2015,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311211,No,No,169190100,No
1988,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Reuse,Industrial,Ss,ECTOR,NA,UNKNOWN,NA,324110,NA,No,168879000,No
1999,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,168666000,No
2009,889650,U S  AIR FORCE-GOODFELLOW AFB17 CES/CEV,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,NA,NA,NA,168652000,No
1982,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,168624000,No
2008,483600,CITY OF LAMESA,NA,NA,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,NA,NA,168580000,No
2013,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311211,No,No,168541700,No
2013,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,168150000,No
1994,186600,ALON USA,NA,NA,Reuse,Industrial,Ss,COKE,NA,UNKNOWN,NA,324110,NA,No,167990970,No
1980,143570,MARTIN RESOURCES INC-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,325312,No,No,167924000,No
1984,950400,CITY OF WILSON,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,167906000,No
1985,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Reuse,Industrial,Ss,ECTOR,NA,UNKNOWN,NA,324110,NA,No,167673000,No
2008,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,167457000,No
2014,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311211,No,No,167375100,No
1986,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,ODESSA WELL FIELD ECTOR COUNTY FIELD,NA,NA,NA,167067900,No
1996,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,ODESSA WELL FIELD ECTOR COUNTY FIELD,NA,NA,NA,167012000,No
1987,935250,EAGLE SUPPY MANFACTURIN; LP-SAN ANGELO POWER STATION,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,221112,No,No,166966052,No
1980,492400,CITY OF LEVELLAND,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,166812000,No
1998,306354,BIRDS EYE FOODS,NA,NA,Groundwater,Industrial,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,311612,No,No,166714800,No
2007,20394,PLAINS COTTON COOPERATIVE ASSOCIATION-AMERICAN COTTON GROWERS DIV,NA,NA,Groundwater,Industrial,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,313210,No,Yes,166685000,No
2008,20394,PLAINS COTTON COOPERATIVE ASSOCIATION-AMERICAN COTTON GROWERS DIV,NA,NA,Groundwater,Industrial,Pur,LAMB,OGALLALA AQUIFER,NA,CITY OF LITTLEFIELD,313210,No,Yes,166685000,No
2001,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,166568000,No
1984,759600,CITY OF SABINAL,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,166360000,No
1982,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,ODESSA WELL FIELD ECTOR COUNTY FIELD,NA,NA,NA,166333500,No
1991,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,166266600,No
2013,93450,CITY OF BRACKETTVILLE,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,166264000,No
2008,889650,U S  AIR FORCE-GOODFELLOW AFB17 CES/CEV,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,NA,NA,NA,166152000,No
2015,441600,CITY OF JUNCTION,NA,NA,Surface,Municipal,Ss,KIMBLE,NA,JUNCTION LAKE/RESERVOIR,NA,NA,NA,NA,166069961,No
2002,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,166067800,No
1982,936850,WEST TEXAS UTILITIES COMPANY-OAK CREEK STATION,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF SWEETWATER,221112,No,No,166053670,No
1998,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,165901000,No
2010,28000,CITY OF ANDREWS,NA,NA,Reuse,Municipal,Ss,ANDREWS,NA,UNKNOWN,NA,NA,NA,NA,165659400,No
1995,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,165644000,No
2016,441600,CITY OF JUNCTION,NA,NA,Surface,Municipal,Ss,KIMBLE,NA,JUNCTION LAKE/RESERVOIR,NA,NA,NA,NA,165584000,No
1997,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,165500000,No
2000,579800,CITY OF MORTON,NA,NA,Groundwater,Municipal,SS,COCHRAN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,165413600,No
1987,579800,CITY OF MORTON,NA,NA,Groundwater,Municipal,SS,COCHRAN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,165357000,No
1988,759600,CITY OF SABINAL,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,165225000,No
2011,NA,CITY OF MIDLAND-MIDLAND AIR TERMINAL WATER SYSTEM,31.9374218,-102.21064,Groundwater,Municipal,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,164880000,No
2000,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311119,No,No,164670600,No
1992,935250,EAGLE SUPPY MANFACTURIN; LP-SAN ANGELO POWER STATION,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,221112,No,No,164492700,No
1982,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,164169900,No
2008,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,Pur,UPTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,MCCAMEY SYSTEM,NA,NA,NA,163979000,No
2009,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,Pur,UPTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,MCCAMEY SYSTEM,NA,NA,NA,163979000,No
2015,692600,CITY OF POST,NA,NA,Surface,Municipal,Pur,GARZA,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,163890000,No
1993,692600,CITY OF POST,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,163870300,No
1996,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163746000,No
1994,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,163721300,No
1999,820200,CITY OF SPUR,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,163694000,No
1984,418200,CITY OF IDALOU,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163613000,No
2009,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163577000,No
1997,792150,APACHE,NA,NA,Groundwater,Industrial,SS,ECTOR,DOCKUM AQUIFER,NA,NA,211130,No,No,163556111,Yes
2014,93450,CITY OF BRACKETTVILLE,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,163553000,No
1987,321600,AMERIPOL SYNPOL CORPORATION,NA,NA,Surface,Industrial,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,325212,No,No,163322900,No
1992,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163181000,No
1992,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163156848,No
1996,759600,CITY OF SABINAL,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,163132000,No
1982,579800,CITY OF MORTON,NA,NA,Groundwater,Municipal,SS,COCHRAN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,163090800,No
2015,483600,CITY OF LAMESA,32.8055267,-101.9855499,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,No,No,163010000,No
1981,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,162859000,No
1998,492400,CITY OF LEVELLAND,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,162854000,No
1998,423000,CITY OF IRAAN,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,162619900,No
1983,935250,EAGLE SUPPY MANFACTURIN; LP-SAN ANGELO POWER STATION,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,221112,No,No,162599648,No
1989,559950,CITY OF MERKEL,NA,NA,Surface,Municipal,Pur,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,CITY OF ABILENE,NA,NA,NA,162459000,No
2002,935250,EAGLE SUPPY MANFACTURIN; LP-SAN ANGELO POWER STATION,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,221112,No,No,162326510,No
2015,270758,LONE STAR BEEF PROCESSORS LP,NA,NA,Groundwater,Industrial,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,311611,No,No,162178100,No
1984,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,162094900,No
1983,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,161695000,No
2014,295290,FORT CLARK SPRING MUD,29.3104477,-100.4219284,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,161648000,No
1999,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,Pur,LUBBOCK,OGALLALA AQUIFER,NA,UNKNOWN,NA,NA,NA,161633000,No
1989,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,161600000,No
1983,639000,CITY OF PADUCAH,NA,NA,Groundwater,Municipal,SS,COTTLE,OTHER AQUIFER,NA,NA,NA,NA,NA,161506000,No
2011,295290,FORT CLARK SPRING MUD,29.3104477,-100.4219284,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,161399000,No
2017,483600,CITY OF LAMESA,32.8055267,-101.9855499,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,No,No,161359000,No
1983,936850,WEST TEXAS UTILITIES COMPANY-OAK CREEK STATION,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF SWEETWATER,221112,No,No,161328831,No
2004,871350,CAPITOL AGGREGATES LTD-TPM HOBAN PLANT,NA,NA,Groundwater,Industrial,SS,REEVES,PECOS AQUIFER,NA,NA,212324,No,No,161206380,No
2002,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,161150800,No
1985,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,161011000,No
2012,290400,CITY OF FLOYDADA,33.9586167,-101.4476861,Groundwater,Municipal,SS,FLOYD,OGALLALA AQUIFER,NA,NA,NA,No,No,160865300,No
2012,295290,FORT CLARK SPRING MUD,29.3104477,-100.4219284,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,160687000,No
1999,639000,CITY OF PADUCAH,NA,NA,Groundwater,Municipal,SS,COTTLE,OTHER AQUIFER,NA,NA,NA,NA,NA,160665414,No
2015,891400,CITY OF UVALDE,NA,NA,Groundwater,Municipal,SS,UVALDE,OTHER AQUIFER,NA,NA,NA,NA,NA,160628000,No
1987,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,160335000,No
2005,954400,CITY OF WOLFFORTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,160276000,No
2008,954400,CITY OF WOLFFORTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,160276000,No
2009,954400,CITY OF WOLFFORTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,160276000,No
2010,954400,CITY OF WOLFFORTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,160276000,No
2010,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311211,No,No,160076800,No
1980,829800,CITY OF SUNDOWN,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,160076525,No
1989,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,160018200,No
1981,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,159905000,No
2009,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,159617000,No
2011,624400,CITY OF OLTON,34.1755791,-102.1337204,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,No,No,159319131,No
1990,547000,CITY OF MCCAMEY,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,159173000,No
1993,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,159134000,No
1980,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,159100000,No
1980,262500,EL PASO NATURAL GAS COMPANY-GUADALUPE COMPRESSOR STATION,NA,NA,Groundwater,Industrial,SS,CULBERSON,WEST TEXAS BOLSON AQUIFER,NA,NA,486210,No,No,159079700,No
1995,692600,CITY OF POST,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,159078630,No
2000,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,159026600,No
1981,639000,CITY OF PADUCAH,NA,NA,Groundwater,Municipal,SS,COTTLE,OTHER AQUIFER,NA,NA,NA,NA,NA,158772900,No
1984,745800,CITY OF ROTAN,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,NA,NA,NA,158763930,No
1990,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,158762000,No
1996,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,158664700,No
2018,899000,TOWN OF VAN HORN,31.0654333,-104.7922778,Groundwater,Municipal,SS,CULBERSON,WEST TEXAS BOLSON AQUIFER,NA,NA,NA,No,No,158664000,No
2003,936855,EAGLE SUPPLY & MANUFACTURING LP-FORT PHANTOM POWER STATION,NA,NA,Surface,Industrial,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,221112,No,No,158526511,No
1985,423000,CITY OF IRAAN,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,158438900,No
1990,492400,CITY OF LEVELLAND,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,158381000,No
2014,692600,CITY OF POST,NA,NA,Surface,Municipal,Pur,GARZA,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,158182000,No
2008,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,158158000,No
2001,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,158011300,No
1993,423000,CITY OF IRAAN,NA,NA,Groundwater,Municipal,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,157990300,No
1982,759600,CITY OF SABINAL,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,157970000,No
2013,290400,CITY OF FLOYDADA,33.9586167,-101.4476861,Groundwater,Municipal,SS,FLOYD,OGALLALA AQUIFER,NA,NA,NA,No,No,157954400,No
1984,639000,CITY OF PADUCAH,NA,NA,Groundwater,Municipal,SS,COTTLE,OTHER AQUIFER,NA,NA,NA,NA,NA,157804000,No
1996,364400,CITY OF HALE CENTER,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,157697000,No
2006,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,157350000,No
1997,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,157203000,No
2003,483600,CITY OF LAMESA,NA,NA,Groundwater,Municipal,SS,DAWSON,OGALLALA AQUIFER,NA,NA,NA,NA,NA,156637000,No
1993,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,156270500,No
1984,262900,EL PASO NATURAL GAS COMPANY-MIDKIFF DRIVER PEMBROOK STATION,NA,NA,Groundwater,Industrial,SS,REAGAN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211112,No,No,156199652,Maybe
1986,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Reuse,Industrial,Ss,ECTOR,NA,UNKNOWN,NA,324110,NA,No,156028000,No
2015,28000,CITY OF ANDREWS,NA,NA,Reuse,Municipal,Ss,ANDREWS,NA,UNKNOWN,NA,NA,NA,NA,155914000,No
2017,295290,FORT CLARK SPRING MUD,29.3104477,-100.4219284,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,155839000,No
1985,639000,CITY OF PADUCAH,NA,NA,Groundwater,Municipal,SS,COTTLE,OTHER AQUIFER,NA,NA,NA,NA,NA,155806000,No
2016,295290,FORT CLARK SPRING MUD,29.3104477,-100.4219284,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,155646000,No
1994,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,155534000,No
2004,936855,EAGLE SUPPLY & MANUFACTURING LP-FORT PHANTOM POWER STATION,NA,NA,Surface,Industrial,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,221112,No,No,155440701,No
1989,813800,SOUTHWESTERN PUBLIC SERVICE COMPANY-PLANT X,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,155439000,No
1999,35865,AZTECA MILLING LP-PLAINVIEW PLANT,NA,NA,Groundwater,Industrial,SS,HALE,OGALLALA AQUIFER,NA,NA,311119,No,No,155368100,No
1983,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,ODESSA WELL FIELD ECTOR COUNTY FIELD,NA,NA,NA,155270800,No
2010,295290,FORT CLARK SPRING MUD,29.3103886,-100.4218674,Groundwater,Municipal,SS,KINNEY,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,155260000,No
1994,492400,CITY OF LEVELLAND,NA,NA,Groundwater,Municipal,SS,HOCKLEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,155074000,No
1984,6600,CITY OF ABERNATHY,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,154979000,No
1983,745800,CITY OF ROTAN,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,NA,NA,NA,154919820,No
2001,917850,TARGA PREMIAN LP-SAND HILL PLANT 193,NA,NA,Groundwater,Industrial,SS,CRANE,DOCKUM AQUIFER,NA,NA,486210,No,No,154815342,No
1989,936850,WEST TEXAS UTILITIES COMPANY-OAK CREEK STATION,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF SWEETWATER,221112,No,No,154707400,No
2008,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,154697600,No
1985,745800,CITY OF ROTAN,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,NA,NA,NA,154645230,No
1997,781000,CITY OF SEAGRAVES,NA,NA,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,NA,NA,154645000,No
1983,255800,CITY OF ELDORADO,NA,NA,Groundwater,Municipal,SS,SCHLEICHER,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,154484000,No
1999,733500,CITY OF ROBERT LEE,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,154451000,No
2002,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,154374000,No
1996,295290,FORT CLARK SPRING MUD,NA,NA,Groundwater,Municipal,SS,KINNEY,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,154349000,No
2018,1104410,JAGGED PEAK ENERGY-PECOS SITE,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,213111,No,No,154298760,Yes
1990,624400,CITY OF OLTON,NA,NA,Groundwater,Municipal,SS,LAMB,OGALLALA AQUIFER,NA,NA,NA,NA,NA,154244000,No
2007,889650,U S  AIR FORCE-GOODFELLOW AFB17 CES/CEV,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,NA,NA,NA,154167320,No
1980,745800,CITY OF ROTAN,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,NA,NA,NA,154032580,No
1996,804150,CITY OF SNYDER,NA,NA,Groundwater,Municipal,Pur,SCURRY,DOCKUM AQUIFER,NA,SCURRY SNYDER COUNTY FIELD,NA,NA,NA,153937900,No
2004,954400,CITY OF WOLFFORTH,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,153865000,No
